	N120A	N123A	N124A	N126A	N130A	N131A	N137A	N138A	N140A	N141A	N142A	N144A	N145A	N146A	N148A	N149A	N150A	N151A	N152A	N153A	N154A	N156A	N157A	N158A	N160A	N161A	N162A	N163A	N165A	N166A	N169A	N170A	N171A	N172A	N173A	N175A	N176A	N177A	N178A	N179A	N180A	N181A	N182A	N183A	N185A	N186A	N187A	N188A	N189A	N190A	N192A	N197A	N199A	N200A	N201A	N202A	N203A	N204A	N205A	N208A	N209A	N210A	N211A	N212A	N214A	N215A	N216A	N219A	N220A	N221A	N222A	N223A	N224A	N226A	N228A	N229A	N230A	N232A	N233A	N234A	N237A	N238A	N239A	N240A	N242A	N244A	N245A	N246A	N248A	N250A	N251A	N252A	N254A	N255A	N257A	N260A	N261A	N262A	N263A	N264A	N265A	N267A	N268A	N270A	N153AA
AMBP	6.859224162	7.002252452	5.626439137	7.170926525	6.587964989	6.006746832	6.8899602	6.824004051	6.343407822	6.153805336	7.201633861	7.020146573	6.087462841	6.891176125	6.108524457	6.623515741	6.279842694	7.554588852	6.213347282	5.539158811	6.033423002	6.608809243	7.361943774	6.871597266	6.251719093	7.153805336	6.224966365	6.666756592	5.765534746	7.261154673	6.171927354	6.62497818	6.876516947	7.9795681	6.529820947	6.714245518	7.425425735	6.845490051	7.100136671	7.344295908	6.404290064	6.911691582	6.385431037	6.829088444	5.956521363	6.925999419	6.893604905	7.373300197	5.892391026	6.704595348	6.145677455	7.434628228	6.520422249	6.050936965	6.556122818	6.653919873	5.875288598	6.14363831	6.760220946	6.876516947	6.62935662	7.394891366	7.178913785	7.506208389	6.412781525	6.613236955	6.399171094	7.056366761	7.083213368	6.630813152	7.099084761	6.024585638	6.338067798	6.30560579	6.417852515	6.577428828	6.43629512	7.152791852	6.888743249	6.253611152	6.141596278	6.540709263	6.21916852	6.011227255	6.749534268	6.54689446	6.246027981	6.692092375	6.187846909	6.23457796	7.677367292	6.883865155	6.528258743	5.686500527	6.986410935	6.495055528	6.666756592	6.941341105	7.347842794	6.276124405	6.081083929	7.043300754	6.543805176	6.859224162	6.715618859
PDIA1	6.394033895	6.390598906	6.251719093	6.712870868	4.54225805	7.310158318	6.740118043	6.716990894	5.375039431	7.154818109	6.270528942	7.010108453	6.738767837	6.083213368	7.330916878	6.375039431	6.474111514	7.199672345	6.871597266	7.351380981	6.46760555	7.080018029	6.958842675	7.275193334	6.478971805	6.528258743	6.673839056	6.985272714	7.150762744	6.574404309	6.339850003	6.933100475	6.949534933	6.610286657	7.407692649	6.432959407	6.318316841	6.528258743	6.718361626	6.061776198	6.171927354	6.783980414	7.128252152	6	8.022922589	5.532940288	6.860466259	6.375039431	6.649615459	6.147713722	7.041111535	5.928370323	6.712870868	6.921245889	7.347842794	6.675251386	6.663913842	7.406842755	6.469234794	6.312882955	6.534497434	6.791814071	6.849248703	6.343407822	7.128252152	6.715618859	6.723831566	6.532940288	6.686500527	6.102238194	6.276124405	6.416164165	7.23935985	6.429615964	6.798309782	6.242221395	7.180903709	6.51412226	6.061776198	5.842978832	6.731997787	6.94602899	7.14974712	6.545350645	5.738767837	6.6043679	7.437127844	5.205548911	6.893604905	6.803485376	5.705977902	7.550746785	6.820178962	7.385431037	6.498250868	6.675251386	6.087462841	5.5360529	6.070389328	6.856736756	7.460251099	6.409390936	6.309248961	6.83541884	5.675251386
S10AA	6.388878339	6.23457796	6.675251386	6.226893814	5.385431037	6.845490051	6.76420813	6.251719093	6.794415866	6.772149591	6.491853096	6.626439137	7.189824559	5.83541884	7.699745948	6.795715007	6.716990894	7.178913785	7.193771743	8.235535607	6.506208389	7.206526016	6.464341533	6.586464526	6.464341533	5.837943242	7.470048726	7.031218731	6.581953751	6.840463234	6.8008999	6.791814071	6.984133595	6.046578367	6.790511412	6.652486495	6.022367813	6.503030646	5.817623258	5.87282876	5.850499414	6.971543554	6.394033895	6.723831566	7.375908263	5.752213368	6.422905743	6.165911939	7.262094845	6.809928866	7.017921908	6.346956889	6.700439718	7.23935985	7.038918989	7.938403424	6.710117632	7.01346226	6.694880193	6.359310317	7.206526016	6.556122818	6.394033895	6.472487771	7.296457407	7.136478518	6.86913112	6.422905743	6.266786541	4.857980995	6.575917361	7.616181231	6.923624611	6.770829046	6.951867504	7.22881869	6.596935142	7.271463028	6.789207575	6.03562391	5.409390936	6.672425342	7.645298164	5.902073579	6.314696526	7.176921112	6.557655155	4.5360529	6.729280846	6.789207575	4.10433666	5.368069877	6.812498225	7.361066489	6.203592714	6.87282876	5.970393538	6.392317423	5.318316841	6.87774425	7.006746832	6.782670659	7.320123598	6.336283388	5.935459748
S10AB	5.923624611	6.139551352	6.528258743	7.315602457	5.321928095	7.274261661	6.987548259	6.417852515	5.768184325	6.849248703	6.893604905	7.330020516	7.323730338	6.336283388	8.205548911	6.961160258	6.781359714	6.986410935	7.276124405	8.309248961	6.523561956	7.766860144	6.636624621	6.892391026	6.153805336	6.756222713	8.262094845	7.242221395	6.584962501	7.424586226	5.951867504	7.334496768	7.140574178	6.963474124	7.293701542	6.703211467	6.283551423	6.557655155	6.215290306	5.385431037	7.218199944	7.22881869	7.227856573	6.462706751	8.417008587	5.599912842	6.549977143	6.181897643	6.864186145	5.738767837	6.723831566	6.201633861	6.874059203	7.252665432	6.690696444	7.354028938	7.240314329	7.00337736	6.207502459	6.461070114	6.663913842	6.366322214	6.565292521	7.09592442	7.002252452	6.598424761	6.551516018	6.167919866	6.693486957	5.840463234	6.341630009	9.269360484	7.320123598	6.087462841	7.563768278	6.787902559	7.335390355	6.888743249	6.469234794	6.264911693	6.475733431	6.354028938	7.655351829	6.48058827	5.965784285	6.738767837	6.701826258	4.852997588	5.949534933	5.906890596	4.385431037	6.941341105	6.795715007	7.416164165	6.598424761	7.138527801	6.584962501	5.944858446	6.781359714	7	8.096978636	6.571373436	7.085339669	6.371558863	5.885086225
S10AC	5.152953571	4.263034406	4.958842675	5.074676686	6.876930927	6.523561956	6.793115555	7.605849867	6.54689446	5.554588852	3.823023784	4.968090752	4.357552005	5.785973882	5.352627337	4.977279923	6.707359132	4.123616401	7.464341533	4.64385619	3.99095486	7.13442632	4	5.130874825	5.666756592	3.185866545	7.51412226	4.921245889	5.044394119	4.5360529	5.285402219	9.247690209	6.181520513	5.321928095	9.060155495	5.968090752	8.516093963	3.678071905	4.87774425	5.165911939	4.070389328	4.44625623	9.187104591	4.340239911	6.574404309	4.733354341	4.554588852	10.1540586	10.53847996	6.94602899	7.589463893	4.608809243	4.201633861	3.666756592	10.35292621	4.716990894	3.678071905	10.09434165	6.169925001	6.102238194	5.429615964	8.000384454	3.981852653	6.316507819	6.40599236	5.06608919	9.877130729	3.472487771	6.274261661	3.364572432	5.880195729	4.277984747	3.655351829	5.862879313	4.765534746	6.040015679	8.572889668	5.669593751	3.857980995	4.426264755	7.115823977	9.745170091	7.847370601	3	2.201633861	5.031218731	9.767191303	5.848738871	9.10774017	6.824004051	4.350497247	5.560714954	5.336283388	2.03562391	9.707876753	5.325530332	11.95325069	5.911691582	8.288635409	6.146859168	3.217230716	6.964629667	4.313996804	4.498250868	4.258657236
S10AD	7.227856573	5.652486495	6.649615459	6.785288981	5.51412226	6.249824549	5.860466259	6.976134473	4.977279923	6.431288654	7.722466024	5.885086225	7.078951341	6.346956889	7.377644358	7.619853147	6.452858965	5.947198584	6.175923742	7.04220656	6.607330314	7.263034406	5.385431037	5.902073579	8.029011087	6.894817763	7.232660757	7.229780167	5.738767837	7.527477006	6.221103725	6.66106548	6.680886921	6.181897643	3.807354922	7.729280846	6.531381461	6.255500733	5.274261661	7.197708158	6.864186145	7.370687407	4.452858965	7.249824549	6.787902559	7.084276911	7.195741293	5.074676686	5.125155131	6.110613806	6.402585758	6.560714954	7.195741293	6.94016675	5.572889668	8.429197488	7.057450272	5.770829046	6.749534268	5.754887502	6.474111514	5.070389328	7.21916852	7.283551423	5.916476644	7.8899602	6.289096702	6.472487771	5.812498225	5.605849867	6.040015679	6.607330314	6.40599236	6.362820526	7.549207089	6.427941333	5.995484519	6.635173947	6.255500733	7.050936965	5.357552005	6.024585638	5.9795681	5.478971805	5.914086097	7.062855655	4.087462841	4.786596362	4.944858446	6.327328083	5.053111336	6.246027981	6.998872454	5.930737338	6.472487771	7.075746538	4.307428525	6.883865155	5.197708158	6.316507819	6.266786541	6.93191939	6.859224162	6.48703608	6.933100475
S10A4	7.348728154	7.359310317	6.402585758	6.861707287	5.82527683	6.566815154	6.21916852	5.54225805	5.930737338	6.680886921	7.627898616	6.718361626	6.862947248	6.320123598	7.456970381	7	5.539158811	6.867896464	6.776103988	6.294620749	7.145677455	7.783325685	5.584962501	5.832890014	6.711494907	7.736740155	6.525129251	6.795715007	6.385431037	5.812498225	6.891176125	5.804776378	7.022367813	4.791814071	5.057450272	6.572889668	6.711494907	6.953032377	5.244125943	6.040015679	6.046578367	6.28169825	5.409390936	7.036723106	7.361066489	6.087462841	6.551516018	5.314696526	5.757556689	4.99095486	6.568336182	6	5.956521363	6.861707287	6.312882955	6.969242604	7.094869433	6.081083929	7.144658243	6.230741003	6.381975479	5.54225805	6.545350645	7.317412614	6.236492618	6.613236955	5.563768278	5.99095486	5.247927513	5.247927513	5.887525271	6.844234988	7.076815597	6.232660757	6.864186145	6.568336182	5.902073579	6.397460726	6.701826258	5.958842675	5.112700133	5.485426827	5.822730148	6.029011087	7.056366761	6.427941333	5.442943496	4.491853096	5.169925001	5.587964989	3.847996907	7.085339669	6.708739041	6.193771743	5.794415866	6.444600814	5.074676686	5.422905743	4.711494907	6.826548487	7.041111535	5.9795681	6.426264755	6.474111514	6.856736756
S10A6	7.199672345	7.417852515	6.708739041	7.400879436	5.669593751	7.12722055	6.752213368	7.105384749	7.026800059	6.829088444	8.027353134	6.905687849	7.451211112	6.320123598	7.266786541	6.766860144	5.646738698	6.491853096	6.871597266	7.338959175	7.049848549	7.54689446	5.993221467	6.070389328	6.663913842	7.351380981	7.082149041	7.145677455	6.632268215	6.015693807	6.375039431	6.849248703	6.842978832	6.598424761	5.303780748	6.864186145	7.167919866	6.694880193	6.263034406	6.251719093	7.163901214	6.898450233	6	6.719731057	7.319220503	6.697662633	6.369815424	4.614709844	6.029011087	5.809928866	6.613236955	5.697662633	6.844234988	7.491853096	6.257387843	6.911691582	6.287250643	6.617651119	7.322829498	5.970393538	6.459431619	5.646738698	7.643134662	7.920650595	6.551516018	7.227856573	6.341630009	5.94016675	5.986410935	5.116863758	5.914086097	7.638073837	6.483815777	5.399171094	7.74348804	6.368069877	6.761551232	6.781359714	6.270528942	7.190812368	7.096978636	5.956521363	7.229780167	5.449561375	6.068240861	6.503030646	5.744161096	5.314696526	4.802193217	5.882643049	4.485426827	7.972118218	6.551516018	6.416164165	7.103287808	6.962317655	5.307428525	6.159871337	6.255500733	6.777419716	7.36018867	5.921245889	6.118941073	6.54225805	5.469234794
S10A8	2.263034406	4.683696454	6.6395216	5.725195817	6.439623138	7.880195729	7.103287808	7.74348804	7.057450272	5.392317423	3.572889668	5.773468928	4.807354922	5.277984747	5.354028938	5.177917792	4.03562391	3.925999419	9.169423979	6.125155131	4.608809243	6.874059203	4.655351829	5.526694846	6.371558863	3.847996907	7.578183968	5.599912842	5.247927513	4.694880193	3.472487771	8.686850653	3.608809243	6.339850003	9.119459934	4.672425342	7.155830172	4	5.40599236	5.169925001	4.129283017	4.5360529	8.679831933	4.498250868	6.806066226	5.768184325	4.03562391	10.3940339	10.53847996	5.865423978	6.908092341	4.5360529	5.255500733	5.217230716	10.50442177	4.977279923	4.638073837	9.048759312	6.359310317	6.512542955	5.22881869	6.289096702	4.614709844	6.658211483	6.683696454	5.368069877	9.218442149	4	5.974988112	2.700439718	5.14974712	4.722466024	4.008988783	5.193771743	4.911691582	4.797012978	8.011786331	5.802193217	3.887525271	3.776103988	7.766860144	10.16829604	8.135965742	3.5360529	3.807354922	4.277984747	7.993221467	4.161887682	6.761551232	5.523561956	4.224966365	5.733354341	3.963474124	4.426264755	10.31288296	5.070389328	12.11718854	4.137503524	8.546122759	5.125155131	4.247927513	5.402585758	5.974988112	5.070389328	4.169925001
S10A9	2.432959407	4.765534746	5.368069877	5.652486495	6.54225805	7.763544364	7.041111535	7.499845887	6.663913842	4.852997588	2.232660757	5.921245889	5.354028938	5.129283017	5.551516018	6.139551352	5.554588852	3.906890596	9.836366009	5.95419631	4.357552005	7.010108453	5.145677455	5.652486495	5.091699834	3.523561956	7.721782768	5.736063628	5.244125943	5.482202926	4.432959407	8.917073663	3.765534746	5.799605422	8.507398241	4.935459748	7.744833837	4.399171094	4.689299161	4.977279923	4.09592442	5.165911939	8.350055177	4.137503524	7.016808288	5.560714954	4.749534268	10.61028666	10.68176549	5.930737338	7.015693807	4.672425342	4.862947248	5.221103725	10.57175264	5.526694846	5.026800059	9.022367813	6.980710829	6.888743249	5.133399125	5.928370323	4.727920455	6.740118043	6.40599236	5.680886921	9.182890893	4.602884409	6.040015679	3.678071905	5.343407822	5.296457407	4.867896464	5.578938713	5.416164165	5.259272487	7.827183896	5.850499414	4.129283017	4.744161096	7.307428525	10.15848346	7.71630504	4.078951341	3.754887502	4.560714954	7.622051819	4.590961241	6.769507291	5.855491443	4.485426827	5.697662633	4.517275693	5	10.57638986	5.371558863	12.02666176	4.54225805	8.500642736	5.048759312	4.498250868	5.526694846	5.432959407	5.325530332	4.209453366
PRG4	5.303780748	6.279842694	6.153805336	5.977279923	7.075746538	7.139551352	8.01234519	6.635173947	5.50779464	6.364572432	6.996614715	7	6.276124405	7.223036338	6.100136671	7.081083929	7.870981124	5.727920455	6.259272487	5.882643049	6.404290064	7.322829498	6.387155718	6.074676686	6.169925001	6.074676686	6.607330314	6.566815154	6.226893814	6.789207575	8.296457407	7.558420713	7.024585638	6.875288598	5.862947248	7.124121312	7.575917361	5.83541884	7.425425735	6.449561375	7.109569509	6.655351829	7.024585638	6.708739041	6.09592442	7.171927354	6.915281866	7.231701199	6.813781191	7.374170076	6.501439145	7.330020516	7.222070355	5.765534746	6.259272487	6.963474124	6.334496768	6.276124405	6.309248961	5.830356747	6.986410935	6.10433666	6.62058641	6.666756592	6.357552005	6.10433666	7.180903709	6.244125943	6.472487771	6.864186145	7.687200695	7.338067798	7.832890014	6.968090752	7.328226119	6.568336182	7.50779464	6.329123596	7.30103885	6.587964989	6.491853096	6.997744026	6.54225805	7.433794059	5.617651119	7.116863758	5.822730148	6.599912842	7.92421868	7.12722055	6.948367232	6.376776572	7.361066489	5.956521363	6.568336182	6.8899602	7.499048598	7.091699834	6.745506266	7.070389328	5.416164165	6.830356747	7.437127844	6.211401637	5.614709844
THRB	7.921840937	5.240314329	7.005624549	6.678071905	6.565292521	5.232660757	7.246027981	6.736063628	4.09592442	8.133912814	4.781359714	5.074676686	6.381975479	7.490249211	5.221103725	5.885086225	8.534886458	5.070389328	7.050936965	4.632268215	6.842978832	8.207502459	6.900866808	6.226893814	9.824481475	4.916476644	5.807354922	4.392317423	4.852997588	7.354910512	8.948075158	5.797012978	8.751209288	6.442943496	6.822730148	8.441284272	7.976134473	5.459431619	8.927185358	7.286326727	7.718361626	7.945443836	5.590961241	7.864805194	5.209453366	7.415319248	7.432124273	7.100136671	5.026800059	9.001689668	6.289096702	6.517275693	6.673839056	8.145677455	4.827819025	6.821455119	4.672425342	5.121015401	8.421644094	4.911691582	6.354028938	7.177917792	5.197708158	7.985841937	4.689299161	6.201633861	5.689299161	6.48703608	5.840463234	7.99830835	6.893604905	6.189824559	6.157852169	6.257387843	6.357552005	6.209453366	6.407692649	5.626439137	7.385431037	8.430870664	4.705977902	5.988684687	6.031218731	8.06501215	4.321928095	7.811856314	7.304693557	6.589463893	6.856736756	7.719046504	7.58044702	6.061776198	9.974844753	4.578938713	4.958842675	8.787249608	6.004501392	7.947198584	5.255500733	6.862947248	4.754887502	7.847996907	6.400879436	5.061776198	5.623515741
RARR2	8.200162974	6.951867504	6.03562391	5.830356747	6.334496768	4.791814071	4.307428525	6.004501392	5.329123596	5.296457407	7.680886921	5.532940288	6.03562391	6.048759312	5.274261661	7.165911939	5.116863758	7.135452784	6.38024459	5.133399125	6.321928095	5.329123596	6.181897643	5.61176256	6	6.851749041	5.50779464	7.192785959	5.794415866	5.847996907	6.740118043	6.131342539	6.354028938	5.809928866	3.307428525	4.044394119	6.205548911	5.860466259	5.197708158	6.741466986	6	6.055282436	5.061776198	7.054197294	4.649615459	6.675251386	6.857980995	5.504620392	3.963474124	5.177917792	5.882643049	5.899659026	5.165911939	5.765534746	5.711494907	5.666756592	6.191799501	5.560714954	6.414473836	5.346956889	6.894817763	5.381975479	6.630813152	6.070389328	6.434628228	6.070389328	5.510961919	6.362820526	6.272396509	5.462706751	5.916476644	6.285402219	6.510961919	6.002252452	5.942514505	5.675251386	5.244125943	6.46760555	7.089582893	6.04220656	6.116863758	6.726558779	4.963474124	5.749534268	7.850499414	6.58044702	4.981852653	4.705977902	4.608809243	5.845490051	5.053111336	5.860466259	5.121015401	4.770829046	7.422064766	4.817623258	5.590961241	4.727920455	5.51412226	4.944858446	5.181897643	6.272396509	7.183883459	7.060695932	7.161887682
SOST	8.557655155	5.87282876	8.190318548	5.44625623	4.491853096	6.187846909	5	5.635173947	5.822730148	3.935459748	8.949243096	4.465974465	5.14974712	6.51181453	4.575499983	6.66106548	5.285402219	5.588514286	5.655351829	4.608809243	5.078951341	4.217230716	6.346956889	5.673698096	6.824004051	6.844234988	5.472487771	6.383704292	4.626439137	7.191799501	6.577428828	4.672425342	6.199672345	5.815063017	4.554588852	6.493455201	5.173926932	6.665335917	4.491853096	8.343407822	5.10433666	7.397460726	5.399171094	5.830356747	3.797012978	5.321928095	8.20994068	6.490249211	9.319446329	3.700439718	5.626439137	5.422905743	6.642412773	8.153805336	4.10433666	5.129283017	5.719731057	4.523561956	6.089582893	5.602884409	5.520422249	6.054234468	6.50779464	5.416164165	4.807354922	6.622051819	6.354028938	5.62935662	6.139551352	5.321928095	6.82527683	5.392317423	5.09592442	7.015693807	7.054197294	6.584962501	4.817623258	5.840463234	5.456149035	5.498250868	3.185866545	3.608809243	3.510961919	6.545350645	6.255500733	6.673839056	4.700439718	4.907997053	4.10433666	5.995484519	3.44625623	6.846744023	7.681589817	3.560714954	5.482202926	5.087462841	4.277984747	6.131342539	5.43629512	6.392317423	5.292781749	6.230741003	8.925406083	6.277984747	8.353146825
SFRP2	5.923624611	5.862947248	6.719450552	6.994353437	4.643885247	6	6.95070169	7.634448062	4.733354341	7.984703267	5.332488253	7.26532844	7.385431037	5.478971805	6.623515741	6.849458032	6.432959407	6.5360529	6.930737338	6.294620749	5.837943242	6.451211112	6.789207575	6.45779126	6.448796516	5.842978832	5.817623258	7.152217852	4.523561956	7.346148979	4.781359714	5.683696454	6.672425342	5.181897643	5.217230716	7.047669251	6.948219018	7.398316163	7.607330314	6.551516018	6.839203788	7.113660121	5.247927513	7.141782135	6.22881869	6.518849829	6.976270726	5.169925001	6.505580185	8.329123596	7.241268177	7.138527801	7.221103725	6.9795681	6.589004646	8.082149041	5.911691582	7.630813152	7.654636029	6.993221467	6.829088444	6.135452784	6.299430987	7.13442632	6.027485067	7.247405022	6.517275693	7.666046429	6.131342539	7.266786541	7.209453366	7.503825738	7.740118043	6.571373436	7.477353527	6.793115555	6.923624611	7.301953395	6.663913842	7.847370601	6.766860144	6.696272084	5.061776198	6.714245518	5.963286427	7.519636253	4.432959407	4.185866545	6.48058827	5.074676686	4.357552005	7.10433666	7.236492618	6.781359714	6.947198584	6.842978832	6.608839831	6.033423002	6.09592442	6.913333578	5.472487771	7.04220656	7.125135146	7.233619677	5.635173947
SFRP3	7.515699838	6.539158811	6.696272084	4.822730148	5.44625623	5.491853096	5.44625623	5.416164165	5.22881869	5.768184325	8.223036338	5.399171094	6.345183447	6.336283388	5.244125943	7.607330314	5.860466259	5.289096702	5.958842675	4.867896464	7.01346226	6.04220656	5.083213368	5.169925001	6.427941333	7.595443985	4.465974465	6.668175869	4.666756592	5.862947248	6.213347282	5.292781749	6.217230716	4.770829046	5.057450272	5.426264755	6.125155131	6.915281866	4.336283388	8.155830172	5.578938713	6.855491443	4.62058641	6.43629512	5.141596278	6.54689446	7.516487981	3.95419631	4.626439137	5.321928095	5.797012978	6.44625623	5.791814071	6.350497247	3.837943242	5.311067102	6.240314329	5.307428525	6.28169825	5.678071905	6.211401637	4.452858965	6.756222713	8.14822234	5.526694846	5.680886921	5.209453366	5.51412226	6.645298164	5.307428525	5.439623138	6.207502459	6.711494907	7.318316841	6.357552005	6.249824549	5.314696526	6.880195729	6.744161096	5.318316841	5.658211483	4.802193217	4.554588852	6.8899602	6.515699838	5.918863237	4.916476644	4.572889668	4.683696454	5.09592442	4.247927513	5.930737338	5.554588852	4.412781525	6.974988112	5.108524457	5.399171094	5.572889668	5.091699834	4.95419631	3.744161096	6.449561375	6.837943242	7.169925001	7.984133595
