	N120	N123	N124	N126	N130	N131	N138	N140	N141	N142	N144	N146	N148	N149	N150	N151	N153	N158	N160	N161	N163	N165	N166	N169	N171	N172	N175	N176	N178	N179	N182	N183	N185	N186	N187	N188	N189	N192	N197	N200	N201	N202	N203	N205	N210	N212	N214	N215	N216	N221	N222	N224	N226	N228	N229	N232	N233	N238	N239	N240	N242	N244	N245	N246	N248	N250	N252	N254	N255	N261	N262	N265	N267	N268	N270
CLEC5A	3.97757207	5.136098767	3.573734185	5.64725155	4.382264234	8.034492953	6.131021684	4.443617227	6.5321	3.59384	6.575856139	5.578356176	9.208818688	6.910165195	4.622726476	7.80586957	6.880308377	5.757023689	5.430008852	4.881501684	6.194004107	7.344878934	4.435217379	3.893793689	6.916908767	5.226736266	4.33801	6.584181268	4.590863093	4.097207499	7.377923754	4.80318	9.648258688	3.947896476	5.327910581	6.505800581	8.678446139	7.58904155	3.966445663	4.590260672	8.466041905	5.387950848	5.648487338	4.75959	7.541592759	5.022827379	6.54584207	6.017200581	5.930258934	5.219807379	4.687016476	7.24580147	5.289501733	6.482957227	6.097533093	6.87812147	5.891013349	6.010906176	8.099401905	6.118745663	2.604396999	4.72789	6.73592147	4.752045254	7.108891268	5.920273689	2.95412	3.957015254	8.621971503	7.416448852	4.11754	7.699598688	5.670586472	6.877308852	6.401677338
TINAGL1	5.49629207	5.673778767	6.294074185	3.97886155	3.630714234	4.631152953	4.505531684	4.473257227	5.18766	5.91697	4.222656139	5.773046176	5.384088688	5.215185195	3.998016476	5.10686957	4.372208377	4.266543689	5.239818852	4.364661684	4.495684107	4.468818934	4.781507379	5.138373689	4.851918767	4.058086266	4.65743	4.349431268	3.718063093	5.219807499	4.587183754	4.50252	4.516228688	4.738776476	4.821330581	2.022800581	2.999946139	4.38415155	3.736065663	5.901340672	3.576221905	3.067010848	5.374997338	3.93162	3.400312759	4.875027379	3.47847207	4.329480581	4.331298934	5.003787379	4.592036476	4.35976147	4.911781733	4.332477227	4.416663093	4.60347147	6.174053349	1.447966176	3.986331905	4.619685663	4.151166999	5.40885	3.18857147	4.507865254	4.032631268	4.984883689	4.37731	4.722895254	3.334611503	4.351748852	4.37614	4.274648688	4.143316472	5.293248852	4.962117338
GLRX	0.69051207	1.730708767	0.0	1.24649155	1.056254234	2.296662953	1.821801684	1.476927227	1.05788	0.24197	2.019326139	1.713376176	4.897338688	-0.158004805	1.048086476	1.93441957	1.150868377	1.468173689	0.0	0.011451684	0.559584107	1.805168934	0.361547379	1.412023689	1.365898767	2.503856266	0.16184	0.822211268	0.428903093	0.868477499	1.588813754	0.56212	3.873238688	0.009636476	0.276530581	1.851370581	2.920556139	1.24579155	0.102745663	1.361100672	4.701661905	0.524410848	1.648737338	0.0	1.702172759	1.237187379	0.47720207	0.974690581	0.862938934	0.709837379	-0.125173524	0.59068147	0.0	1.380197227	0.268683093	0.74131147	1.088083349	0.873106176	2.412651905	0.236535663	0.0	0.45877	1.60788147	0.947965254	1.425311268	1.655423689	0.67256	0.295245254	3.451111503	2.638668852	0.31759	4.270538688	0.398996472	1.151068852	1.015647338
ENO2	3.83136207	5.387938767	1.394344185	2.85710155	1.712194234	3.943562953	2.069551684	3.188067227	3.78786	3.49762	3.050016139	4.709576176	6.461288688	1.107155195	0.0	4.90164957	1.745238377	3.758043689	1.136438852	3.844001684	1.558044107	4.224698934	0.0	2.846573689	4.122878767	0.971226266	0.51602	3.550871268	1.633163093	1.703967499	2.628963754	3.10673	6.100738688	0.240126476	2.626380581	2.718790581	3.273926139	3.86860155	1.718625663	3.012830672	2.430251905	1.354710848	3.556867338	1.64421	2.457982759	3.467387379	2.55949207	1.576360581	0.918888934	2.631507379	0.749006476	2.13964147	1.188391733	2.573107227	1.501663093	1.95036147	4.887183349	0.639996176	3.289041905	1.381905663	0.189166999	1.78766	2.89777147	2.983585254	0.904161268	2.522703689	2.76295	0.489725254	3.461821503	2.214518852	0.69467	6.528648688	0.903586472	2.883618852	3.122917338
NADK	3.60162207	5.382708767	2.560854185	4.13903155	2.276334234	6.610552953	3.647821684	3.597617227	5.13089	3.80564	5.964376139	5.542906176	9.354898688	1.982535195	2.496916476	7.22918957	4.278178377	7.221473689	3.121188852	4.121381684	3.164524107	5.956428934	0.638797379	3.785213689	5.280508767	3.510366266	2.3782	3.733081268	3.670423093	2.894347499	4.660033754	3.0267	8.148768688	0.477396476	3.623500581	4.828800581	5.519286139	4.30278155	3.446255663	6.208150672	4.933101905	2.883760848	6.195927338	2.54183	4.982382759	3.330227379	5.23856207	3.542760581	2.084778934	3.181307379	2.136676476	4.37320147	4.416271733	3.514167227	4.281563093	3.80819147	4.681763349	2.795136176	6.026291905	3.353555663	1.376136999	3.51485	5.99229147	3.551405254	4.319741268	4.205113689	1.98168	2.251935254	7.560671503	3.999258852	1.40193	9.088958688	1.925836472	4.543708852	4.664627338
SERPINB8	2.90237207	4.265728767	1.601124185	4.19771155	1.852254234	7.537412953	2.870711684	2.731597227	4.26647	3.5804	6.431016139	4.432306176	8.811148688	2.751915195	1.559026476	6.16325957	5.499128377	6.031393689	1.965018852	4.003281684	4.277054107	4.740468934	1.566717379	3.112643689	4.052108767	5.402286266	2.65081	3.338341268	2.045043093	1.364067499	3.909643754	2.84237	8.304808688	2.183506476	3.302840581	3.542930581	5.736516139	3.57639155	2.595085663	4.719770672	5.089071905	4.096780848	5.586407338	2.51861	5.128472759	3.107037379	4.53223207	3.837710581	3.211678934	3.281477379	1.745076476	4.73452147	3.405181733	4.221507227	3.227543093	2.63182147	3.133513349	1.808586176	6.448541905	2.346895663	-0.214653001	2.82181	4.90014147	2.541275254	3.904421268	3.635893689	0.97445	0.637035254	7.151791503	3.654968852	0.89377	8.043658688	2.126026472	4.764078852	4.362637338
SERPINB6	4.36825207	5.578428767	3.237104185	4.55471155	2.573304234	5.629812953	3.400861684	5.125607227	4.47195	4.89929	5.678456139	5.018846176	7.856748688	3.808275195	2.317976476	5.68908957	5.391768377	4.984463689	2.904678852	4.835421684	4.145954107	5.288728934	1.631217379	4.400663689	4.521128767	5.439046266	3.06227	3.751071268	2.605303093	2.735627499	4.100583754	3.90724	6.845658688	3.228206476	4.227890581	3.668420581	5.012116139	4.30554155	3.643465663	4.232420672	4.472941905	3.708830848	5.557967338	2.84644	4.916242759	3.332177379	4.23814207	3.905490581	3.006878934	3.266257379	2.993196476	4.26315147	3.845251733	4.098767227	3.807253093	3.71224147	4.895893349	1.994276176	5.527401905	2.880055663	2.272846999	3.33471	3.97459147	3.557735254	3.973641268	3.526473689	3.85683	1.309615254	5.857681503	3.757178852	2.62271	7.002428688	2.982756472	4.813208852	4.591897338
CDHR5	0.0	0.721778767	0.664874185	0.56776155	0.349564234	-0.056987047	-0.042038316	0.0	0.35258	0.39665	-0.092673861	1.210876176	1.912798688	-0.067804805	0.0	0.33772957	-0.027721623	0.497323689	0.878748852	-0.051318316	-0.153095893	-0.175051066	0.517437379	2.095513689	0.603618767	-0.318503734	0.29124	0.280221268	0.442143093	0.0	-0.381776246	0.21811	0.048658688	0.067636476	0.292030581	0.190490581	-0.145653861	0.56448155	0.069845663	0.165240672	-0.229158095	0.478310848	0.555427338	0.40235	0.405532759	0.406627379	0.0	0.287780581	-0.158201066	0.554057379	-0.032163524	0.44095147	0.0	0.067547227	0.186003093	0.02075147	1.148273349	-0.051893824	-0.030438095	0.377185663	0.0	0.11372	0.07493147	0.665185254	0.118441268	0.666293689	0.0	0.257945254	0.0	-0.107411148	0.29101	1.038108688	0.469556472	0.072718852	0.315377338
CCDC80	8.83250207	10.95426877	5.847034185	7.74602155	9.172684234	9.525582953	9.671771684	6.118507227	11.24548	7.75856	8.930496139	11.95047618	11.62156869	10.00760519	9.772636476	11.07043957	7.319408377	10.38814369	8.052238852	8.511181684	9.170114107	8.910728934	6.080217379	8.863143689	10.13982877	7.088536266	7.18035	9.869331268	6.519903093	9.369707499	9.357353754	9.82732	8.913058688	7.436556476	9.151790581	7.227380581	9.299166139	10.58998155	8.733335663	8.262350672	8.611681905	6.944770848	9.408607338	7.85778	10.32818276	10.04100738	8.72621207	8.982320581	9.063248934	10.91940738	8.057916476	9.69374147	9.301391733	9.045197227	9.273113093	9.93256147	11.82504335	8.304386176	8.985031905	10.27263566	6.978056999	9.74208	5.37510147	10.08181525	9.114371268	9.614913689	2.71246	8.660375254	8.413201503	9.850418852	7.51443	8.945988688	8.323666472	10.40298885	9.332627338
CA13	1.54263207	2.580238767	0.702774185	1.69349155	0.747434234	3.544692953	0.669151684	1.597237227	0.98128	1.34275	2.345646139	1.932816176	5.409378688	0.747035195	0.948356476	2.53335957	1.049168377	1.761303689	0.0	1.527801684	0.920544107	1.468258934	0.334607379	1.550053689	1.740108767	1.098846266	0.78554	0.891631268	0.563403093	0.943327499	0.351893754	1.13997	4.251928688	0.0	0.921690581	1.071970581	1.354736139	1.11577155	0.695185663	0.701890672	1.211731905	1.462340848	1.314217338	0.42932	2.020812759	1.019567379	0.83125207	0.796460581	0.121558934	0.861927379	-0.067073524	1.25004147	1.081301733	1.232477227	0.0	0.72161147	1.262033349	0.086606176	1.448841905	0.161275663	-0.394283001	0.67409	1.23230147	1.683795254	0.448171268	1.306283689	0.10991	0.0	1.804701503	0.400678852	0.24017	4.506158688	0.169636472	1.313408852	0.553897338
SEMA3F	1.19415207	0.789858767	0.843804185	0.70638155	0.0	0.462632953	0.0	0.417267227	0.44857	0.38069	0.285996139	1.652856176	1.924988688	-0.088964805	1.408896476	0.88398957	-0.145411623	0.704743689	0.983758852	0.038551684	-0.010095893	0.101438934	0.500377379	2.067603689	0.412328767	0.193426266	0.52294	0.159581268	0.624713093	0.724777499	-0.172046246	0.43542	0.649068688	-0.047123524	0.519680581	0.311420581	0.458996139	0.47143155	0.107655663	0.525270672	-0.318798095	0.470300848	0.480167338	0.07869	0.707212759	0.309507379	-0.07145793	0.379790581	0.0	0.240847379	0.366896476	0.44524147	0.804281733	0.225927227	0.168063093	-0.05806853	1.576693349	-0.121263824	-0.038898095	0.196595663	0.0	0.40191	0.50477147	0.823755254	0.237991268	0.568183689	0.27024	0.628175254	0.161271503	-0.133951148	0.2591	0.981938688	0.251266472	0.510288852	0.163307338
KLK10	1.34745207	1.234278767	0.0	0.68219155	2.188864234	0.936242953	1.936021684	0.0	0.99334	1.12098	1.068676139	1.876156176	3.992528688	0.349105195	0.0	1.63948957	2.216538377	1.978573689	0.0	0.687141684	-0.354705893	1.760148934	0.0	1.556703689	2.414978767	1.135086266	0.0	0.754911268	0.395253093	1.180297499	2.877723754	0.89381	3.780458688	0.0	0.646520581	1.345140581	4.606706139	2.07959155	0.227715663	3.246510672	2.570881905	0.497130848	0.865447338	0.72267	1.305592759	1.180217379	-0.08014793	0.533480581	0.608148934	2.154477379	0.381586476	1.22514147	0.739641733	1.539387227	1.235543093	1.67176147	1.551783349	2.772366176	3.127121905	0.691225663	0.0	0.74593	2.89547147	2.580905254	0.677441268	1.031343689	0.0	0.0	2.341131503	1.494448852	0.07223	1.963888688	0.783736472	0.261588852	2.699667338
PILRB	3.90673207	3.873238767	3.087524185	4.26630155	4.477174234	5.364602953	4.654241684	2.679197227	3.88735	3.44376	3.542486139	3.581346176	7.735328688	3.930065195	3.135976476	5.97678957	4.328158377	5.942633689	3.843948852	2.463691684	4.403364107	4.936018934	2.341697379	2.781983689	5.289778767	4.270736266	3.26645	3.768051268	2.391853093	3.563807499	5.329843754	2.93788	7.203148688	3.061106476	3.580780581	4.074910581	4.185866139	4.62151155	3.439825663	5.382260672	4.800511905	4.075750848	5.355687338	3.87641	5.031652759	4.593397379	5.09319207	4.839610581	5.142548934	5.060277379	3.276636476	3.38373147	4.506161733	5.267497227	4.418243093	2.52323147	4.228543349	3.585886176	6.302251905	4.467685663	1.727336999	4.62345	4.18537147	3.857555254	4.705901268	4.171343689	2.61981	2.238595254	5.903441503	4.680858852	3.36235	7.055438688	3.969056472	5.035188852	5.586567338
ANGPTL1	2.18211207	3.889038767	3.212164185	1.37265155	1.187554234	0.933872953	0.772571684	3.319227227	1.62511	1.51764	1.952716139	3.340836176	3.944768688	0.336025195	1.765046476	2.28272957	0.677398377	1.328043689	1.952538852	0.706481684	-0.105325893	1.977128934	0.0	2.047863689	1.858078767	-0.017713734	0.14009	1.079591268	0.928933093	1.169337499	0.723393754	1.35914	1.398748688	0.0	1.018770581	0.285420581	0.412256139	2.43066155	1.126285663	2.969750672	0.500971905	0.0	2.731647338	1.31165	1.526152759	3.904027379	1.81865207	1.445300581	-0.120671066	0.945237379	1.061956476	0.76028147	2.046321733	1.485677227	1.628303093	1.04369147	4.188013349	0.573396176	1.331301905	3.017825663	3.571046999	1.65035	0.68684147	2.387735254	1.147291268	2.448823689	0.45278	1.712065254	1.862901503	1.193948852	1.9684	2.046658688	0.669876472	2.061438852	1.912157338
TYMP	4.16901207	7.148088767	3.787884185	7.15415155	4.306864234	8.608072953	6.048841684	3.784807227	8.15273	0.56066	7.778106139	6.916006176	11.23086869	2.795045195	3.211186476	9.87341957	5.834168377	8.828893689	2.747928852	4.859321684	4.103744107	7.763258934	1.753197379	3.663653689	6.924398767	5.222286266	1.62609	5.864471268	4.222313093	3.801747499	6.541773754	4.83812	10.24906869	2.193196476	4.615160581	6.381740581	7.432236139	6.43395155	5.219055663	8.709040672	8.759691905	3.148740848	8.068117338	3.70338	7.602872759	6.119427379	6.35554207	5.250490581	3.603168934	5.609247379	3.966896476	4.47893147	5.171161733	4.676707227	5.073243093	4.52887147	7.175833349	4.624826176	7.565791905	5.397675663	1.426386999	4.58272	8.05944147	6.089195254	5.770401268	5.186013689	5.19036	3.427515254	9.154761503	5.537878852	3.91566	11.12483869	3.854896472	6.092728852	7.186627338
LILRA5	1.05302207	0.773868767	0.0	0.96617155	1.321924234	2.777072953	0.402641684	0.660207227	0.6125	0.2447	1.793156139	1.560186176	3.938258688	0.319585195	1.346066476	2.07095957	1.833138377	1.630643689	0.836898852	0.093711684	0.698054107	0.794748934	0.622247379	1.509763689	0.958108767	1.548336266	0.43481	0.662591268	0.787033093	0.720697499	0.849643754	0.29725	2.766588688	0.178676476	0.594450581	1.587240581	1.054216139	0.66883155	0.546505663	1.501280672	0.960251905	0.926530848	1.573707338	0.32888	1.522912759	0.679967379	0.74431207	0.604270581	0.808048934	1.072537379	0.061566476	1.02335147	1.177861733	0.432137227	0.404493093	0.39463147	1.237763349	-0.033823824	2.251701905	0.045915663	0.0	0.51138	1.74236147	1.718335254	1.108541268	0.997403689	0.23176	0.338305254	2.078371503	1.314438852	0.32053	2.754368688	0.691936472	0.554588852	0.433747338
ALDH1A1	2.12405207	3.663258767	1.311904185	3.56926155	0.524264234	3.143022953	0.698971684	2.759317227	2.29104	1.50887	3.694956139	3.604336176	5.921398688	0.0	0.0	3.78767957	2.724478377	3.330343689	1.419498852	1.475021684	0.312044107	3.332898934	0.0	2.878683689	2.152798767	0.775686266	0.09529	1.238361268	2.553523093	0.951117499	2.117243754	1.28428	4.989748688	0.0	2.008360581	1.881100581	2.099946139	1.85464155	1.657525663	3.072040672	1.779451905	0.552240848	4.155407338	0.57587	2.723392759	2.304507379	2.11184207	1.924530581	-0.124491066	0.413367379	0.783136476	0.35665147	1.323861733	1.157257227	1.130673093	0.54635147	2.985523349	0.597876176	3.140711905	1.236585663	0.185216999	1.2764	2.84435147	2.443655254	1.671151268	2.386863689	2.66212	0.626125254	3.636771503	1.194558852	1.22057	4.506148688	0.837086472	1.912348852	2.836397338
CD79B	0.91960207	0.311798767	0.0	0.44661155	0.332434234	0.277722953	0.0	0.212857227	0.22742	0.0	0.589586139	1.013026176	2.048888688	-0.105494805	0.871326476	0.87174957	-0.169791623	0.564883689	0.821658852	-0.131388316	0.407844107	-0.146991066	0.297037379	0.0	0.329198767	1.878276266	0.0	-0.064248732	0.374333093	0.0	-0.403116246	0.0777	1.647158688	-0.029053524	0.709060581	0.367020581	0.653546139	0.0	0.247435663	0.425560672	-0.196278095	0.272890848	0.295207338	0.0	0.883862759	0.231547379	-0.30570793	1.575890581	0.0	0.0	0.0	0.01759147	0.840501733	0.844067227	0.0	0.18141147	0.0	0.0	0.395621905	0.0	0.0	0.21685	0.01968147	0.750665254	0.143631268	0.167253689	0.08558	0.0	0.748391503	0.0	0.49491	1.145978688	0.090716472	0.820948852	0.520077338
ANXA4	4.64723207	5.258488767	4.488204185	4.99644155	0.256534234	5.091212953	2.994841684	4.255967227	5.05503	5.04162	4.804816139	5.339156176	7.389488688	3.063155195	3.690126476	5.28740957	3.555078377	4.717303689	4.210648852	4.803591684	2.903504107	4.714458934	0.999417379	5.504383689	6.030888767	2.945516266	3.79814	4.124671268	4.129723093	3.171137499	2.414063754	4.77004	6.019918688	0.610636476	4.063670581	2.909240581	3.623436139	4.35354155	3.852535663	4.990720672	3.798441905	4.740870848	5.235927338	2.97255	3.931992759	5.055937379	3.42676207	4.647570581	-0.182301066	2.648597379	3.135366476	3.86693147	4.348121733	4.512487227	4.089273093	3.01599147	5.388293349	1.409326176	4.011691905	3.595565663	3.776546999	3.67692	4.27767147	3.226335254	3.949261268	4.343513689	4.3712	3.805745254	4.798291503	2.895508852	2.84255	6.253698688	3.798866472	4.699858852	4.444587338
ANXA11	4.05892207	5.432178767	4.453284185	4.14281155	1.700664234	4.916462953	4.322011684	5.804707227	3.95512	3.63457	5.007446139	5.220346176	7.573188688	2.553955195	3.057426476	5.72528957	4.601138377	4.658823689	3.657408852	3.747881684	3.382574107	5.202838934	1.163747379	3.782763689	3.891368767	4.797516266	3.09669	2.339311268	4.256933093	1.564627499	4.188593754	3.3579	6.112038688	2.141926476	3.747200581	3.300190581	4.305896139	3.38086155	2.825035663	4.671240672	5.841751905	2.944410848	5.206247338	2.88729	4.702572759	3.602237379	3.36618207	3.856610581	2.650358934	2.118387379	3.637286476	4.02689147	5.601191733	3.936007227	4.419453093	4.11574147	5.577973349	3.173626176	4.969191905	4.206585663	5.480136999	3.64891	5.48177147	3.296115254	5.015511268	4.466773689	4.56323	2.916155254	6.019551503	5.248698852	4.57175	6.357708688	3.631446472	4.815468852	4.489657338
SIGLEC7	1.38883207	1.900248767	1.491744185	2.39957155	1.276964234	4.879862953	2.694081684	0.679117227	2.28988	1.06775	3.904026139	2.822356176	6.606738688	1.773855195	2.387296476	4.15570957	3.681378377	4.123623689	2.586088852	1.204441684	2.491934107	3.626048934	1.407487379	2.300343689	2.245218767	3.672766266	1.96998	1.543771268	4.001983093	1.355787499	3.277143754	1.28513	4.835258688	0.924366476	2.405260581	2.475470581	3.284806139	2.74022155	2.067665663	3.415750672	3.201241905	2.761940848	4.163177338	1.14029	3.958702759	2.231027379	3.04244207	3.283090581	2.782018934	1.772057379	1.213376476	3.16902147	2.532391733	2.418067227	3.139913093	2.76159147	2.941023349	1.180576176	4.177111905	1.889465663	-0.080153001	2.73147	3.78466147	1.440775254	3.928461268	3.871693689	0.74911	1.102835254	5.317801503	2.445258852	2.07449	5.723928688	1.979736472	2.692258852	3.081217338
QDPR	4.10118207	5.393368767	2.008524185	3.41053155	0.860474234	5.051662953	2.844471684	3.839847227	3.7276	5.20827	4.433056139	4.742836176	6.826018688	3.345005195	0.892406476	4.99390957	3.208778377	4.330093689	1.922608852	4.779771684	3.762714107	4.275028934	0.952697379	4.016323689	4.252078767	2.833766266	2.50146	3.468931268	2.666843093	2.788977499	2.061413754	3.5672	6.016698688	0.298966476	3.839210581	3.350170581	3.551166139	3.73074155	2.891525663	3.387090672	3.042841905	3.150970848	4.689807338	2.46792	3.673382759	3.197707379	2.84598207	2.942740581	0.634698934	2.740757379	2.089376476	3.54668147	3.025161733	3.330767227	2.544543093	3.03906147	3.874423349	1.218166176	3.655401905	1.912315663	1.699716999	2.72669	3.22896147	3.063075254	2.238961268	3.258143689	3.50737	0.854685254	4.200341503	2.856958852	0.89669	6.893478688	1.929116472	4.352088852	3.719617338
SNAP23	0.68120207	1.331018767	0.0	0.33472155	0.346874234	1.602452953	0.485331684	0.796487227	0.6648	0.7174	1.260926139	1.301096176	3.903228688	0.0	0.0	1.72251957	2.302608377	1.254323689	0.814438852	0.324331684	0.496784107	1.157098934	0.265077379	0.0	0.653338767	1.464216266	0.0	0.232001268	0.886703093	0.0	1.012633754	0.16016	2.206658688	0.232606476	0.501190581	0.518510581	0.857366139	0.27585155	0.221785663	0.519170672	0.170091905	0.475840848	0.987737338	0.0	1.115862759	0.400627379	0.13615207	0.372720581	0.170978934	0.0	0.007716476	0.42249147	0.0	0.777927227	0.363853093	0.67719147	1.438773349	0.0	1.494641905	0.0	0.0	0.50393	1.04366147	0.439855254	0.623571268	0.841893689	0.0	0.0	1.835371503	0.274908852	0.0	3.043918688	0.370806472	0.895048852	0.342277338
