	N120	N123	N124	N126	N130	N131	N137	N138	N140	N144	N145	N146	N148	N149	N150	N151	N152	N153	N154	N155	N156	N158	N160	N163	N164	N165	N166	N169	N170	N171	N172	N173	N176	N177	N178	N179	N180	N182	N185	N186	N187	N188	N189	N190	N192	N193	N195	N197	N198	N199	N200	N202	N203	N204	N205	N209	N210	N211	N212	N214	N215	N216	N217	N219	N220	N221	N222	N223	N224	N226	N228	N229	N232	N233	N234	N235	N237	N238	N240	N243	N245	N246	N247	N248	N250	N254	N255	N256	N257	N258	N259	N261	N263	N264	N265	N266	N267	N268	N269	N270	N153A
LILRA5	0.733743173	0.679378426	-0.060832773	0.247818688	2.071320672	0.971226476	1.21927155	0.594923348	0.712440593	1.326424707	0.187212953	0.776393971	2.317041435	1.046978377	2.134513173	0.936689649	0.950811684	1.815605735	0.22388	0.994401268	1.53578907	2.636963173	0.950275254	0.895739203	1.214120323	0.313444707	0.0	4.69149619	1.828057499	1.021363173	0.340214571	1.386466999	1.849288852	0.446657338	1.833061188	0.0	1.736871188	1.569031268	0.286798688	1.887032824	0.0	1.815481733	1.016056999	1.77281619	0.610741268	0.0	0.63883	0.537844707	0.0	1.49398907	1.934453689	0.673313348	1.368277338	2.884396176	0.785599879	1.957616346	0.0	1.205751268	1.226193173	1.506104185	1.629778095	1.471133349	1.043629649	0.76184957	2.5336	1.855149879	1.211356472	1.529354571	2.405591268	1.019915195	0.582898095	0.840016758	1.276277499	1.023391631	2.148285735	0.72918	0.885144707	1.419796187	0.863978095	0.5609	0.888396476	0.751406176	0.47541	1.209679879	1.033186472	0.76784907	1.387966266	1.126358095	1.467446999	0.0	0.63346	1.359184234	1.173581435	1.478741268	0.84533314	0.85613	1.801123971	0.766082824	0.20781	0.73784907	0.27506
ALDH1A1	2.157963173	0.359128426	0.836867227	3.012578688	1.700960672	1.351706476	3.92349155	2.696453348	0.144810593	2.634424707	3.004792953	2.307193971	4.984961435	4.812948377	4.262243173	3.539059649	1.008081684	3.561905735	1.7381	1.396941268	3.17434907	4.321613173	2.157015254	2.233959203	0.308780323	1.162004707	2.372866346	5.45312619	3.491467499	1.517233173	0.857464571	3.005996999	3.548468852	1.968597338	3.294021188	0.963963173	4.529581188	2.840301268	0.208888688	4.133252824	0.696706266	3.710401733	2.464076999	3.74652619	2.224091268	0.48295	2.61117	0.0	0.0	2.59772907	4.368243689	0.225903348	4.698067338	3.288136176	0.0	2.886696346	0.0	3.072061268	3.297193173	4.006334185	4.266158095	3.913933349	4.407789649	0.24717957	4.76046	4.300239879	3.996976472	4.691594571	3.607871268	2.439415195	3.129138095	1.431716758	4.365267499	2.080361631	3.913295735	3.08513	3.479654707	1.214966187	3.653878095	1.00035	0.920756476	-0.012633824	0.25022	1.416079879	2.510956472	0.52705907	3.508656266	1.337778095	4.022416999	0.48436	0.0	1.859464234	1.596001435	3.203171268	2.80345314	1.94448	4.173793971	0.0	2.19713	3.25265907	1.13164
ANXA4	4.985293173	2.701408426	2.573787227	4.591648688	1.923480672	5.279626476	5.49364155	4.675113348	2.312090593	4.254734707	5.511612953	4.546773971	5.594201435	5.987768377	6.588973173	5.472819649	1.695531684	4.765275735	2.39398	2.448211268	5.04055907	5.513993173	5.764865254	3.300889203	0.645810323	2.231654707	4.326606346	9.47427619	4.982307499	5.073493173	2.443404571	4.728756999	4.905168852	4.905727338	5.457031188	3.878213173	5.741081188	4.739441268	3.476178688	5.351042824	2.036496266	5.603731733	4.673486999	5.26352619	5.270201268	3.3334	5.06229	0.789164707	1.512978767	4.99695907	6.071383689	3.821163348	5.991547338	5.065326176	3.570149879	4.909836346	1.144148767	5.293971268	5.755043173	5.805194185	5.112078095	5.459653349	5.774459649	0.23597957	5.13819	5.960299879	6.016436472	6.462804571	7.010531268	4.427705195	5.318828095	4.303976758	5.389517499	5.163731631	5.935455735	4.25257	5.318274707	2.009976187	5.593058095	4.48966	0.818416476	-0.028243824	1.71405	3.951299879	5.014246472	1.86486907	4.715066266	3.316228095	5.673906999	2.68985	0.17751	4.764554234	3.410241435	4.912171268	4.47249314	4.31313	5.776503971	0.0	4.49243	5.24903907	4.25562
ANXA11	4.705423173	3.256898426	3.640877227	4.914278688	3.110200672	3.892216476	6.05946155	4.911843348	2.976860593	4.582524707	5.459492953	4.839683971	5.951361435	5.654528377	6.761783173	5.853449649	3.674271684	4.877015735	2.87955	2.369681268	5.78909907	5.400193173	4.746415254	4.116899203	2.956460323	3.839434707	3.784936346	8.23320619	5.364337499	4.632853173	3.619114571	5.364366999	4.838238852	5.188207338	5.306431188	3.814553173	6.469691188	5.395381268	4.671668688	6.500832824	3.650716266	6.613041733	4.223346999	4.88829619	5.124071268	3.97043	5.8124	3.027084707	3.172488767	5.59952907	5.962593689	3.339623348	5.426877338	6.138826176	4.251729879	5.776296346	2.782858767	5.063421268	5.626963173	6.506414185	6.419478095	6.050023349	6.636179649	1.94424957	5.78312	5.635809879	5.679136472	6.830004571	6.876481268	4.919635195	5.546178095	4.154316758	5.327987499	5.858071631	5.981855735	4.39836	4.805214707	3.600176187	5.530368095	4.57886	2.387136476	1.693466176	3.499	4.924599879	6.510246472	2.85217907	4.960966266	4.716598095	5.600076999	3.15569	2.66133	4.318624234	5.137741435	4.734091268	5.05329314	4.45805	6.055663971	1.648352824	4.83621	5.81000907	4.72845
SIGLEC7	2.126983173	2.077858426	0.640137227	1.371298688	2.309380672	2.963576476	3.52853155	2.597353348	2.407360593	3.043544707	1.681322953	1.475003971	4.680651435	2.508518377	3.979423173	2.601149649	2.397101684	3.534255735	1.36362	1.909721268	3.42550907	4.585563173	2.188405254	3.768479203	2.231050323	2.335654707	1.824556346	5.85686619	4.325257499	2.648783173	1.672394571	3.121336999	3.553088852	2.217747338	4.356511188	1.536463173	4.551251188	2.568631268	1.923398688	4.571062824	1.088146266	4.078761733	2.755116999	3.58317619	2.642891268	0.62551	1.89776	1.361824707	1.005118767	3.30085907	4.647983689	1.647763348	2.550137338	4.973356176	1.678999879	3.444536346	1.136328767	3.245121268	3.161423173	3.614844185	3.791098095	3.731163349	2.670529649	1.78304957	3.89108	3.351659879	1.576836472	2.567084571	4.509961268	2.191435195	2.344698095	2.595886758	3.508857499	2.899781631	4.061145735	2.40657	3.519934707	3.350606187	3.686158095	1.68047	1.269666476	1.234176176	1.16102	2.768299879	2.102416472	1.53307907	3.145756266	2.637598095	2.938786999	0.78294	0.89659	3.523724234	3.179371435	2.883781268	2.98823314	3.86535	3.030523971	1.568392824	1.51158	3.25807907	2.04566
QDPR	3.547033173	2.490978426	1.229367227	3.266128688	2.957300672	5.456596476	5.50021155	4.294203348	2.956640593	3.475214707	5.979242953	3.551653971	5.053601435	6.006688377	5.551923173	4.749469649	0.644771684	4.199825735	1.79365	1.796601268	4.34084907	5.223573173	5.688325254	2.887459203	0.609440323	3.505084707	4.045526346	8.66305619	4.686637499	4.367793173	0.962164571	3.444296999	3.696118852	3.926757338	3.267911188	3.335613173	5.683801188	3.132911268	1.493228688	4.397962824	2.953976266	4.887971733	3.151286999	4.43842619	5.220381268	3.48762	4.16859	0.535114707	2.320828767	4.31817907	5.113503689	2.818943348	5.647757338	4.686586176	3.021049879	3.759736346	0.0	5.036721268	5.425523173	5.638164185	4.845398095	4.830393349	5.783059649	1.07955957	4.75137	5.653499879	6.630986472	6.149614571	4.701561268	4.185245195	4.655558095	4.391966758	5.302817499	3.647351631	4.141005735	3.73044	5.200384707	1.993986187	5.569228095	3.11673	0.514216476	0.273236176	1.71169	3.096209879	3.261206472	1.26543907	3.329496266	3.970868095	5.513186999	3.43343	0.0	4.774834234	3.500491435	4.401571268	3.61945314	2.92464	5.520723971	0.0	4.16381	5.25610907	2.48177
SNAP23	0.679543173	0.347918426	0.042957227	0.047848688	0.369090672	1.415936476	1.43695155	0.690033348	0.079280593	0.812664707	1.669592953	0.840103971	2.261111435	1.673308377	2.129813173	1.439959649	1.384741684	1.592115735	0.0	0.0	1.25882907	1.958093173	1.798845254	0.717909203	0.745540323	0.848974707	1.083726346	4.98526619	1.515467499	1.050733173	0.0	1.493276999	0.998278852	0.621827338	0.0	0.0	2.073711188	1.123671268	0.456048688	1.699202824	0.768056266	1.691951733	0.628976999	1.15394619	1.591211268	0.33177	0.7879	0.848674707	0.0	1.05549907	1.630843689	0.097883348	1.663667338	2.112326176	0.826599879	1.276996346	0.626078767	1.463801268	1.219013173	2.233144185	1.548478095	1.646413349	2.449689649	0.38234957	1.6249	1.748399879	2.070546472	2.248884571	2.196961268	0.0	1.093468095	1.374406758	1.487847499	0.953691631	1.714545735	0.55679	1.152584707	0.474486187	1.534968095	0.22886	1.347786476	1.019316176	0.26449	1.174159879	0.990526472	0.51353907	1.110296266	1.082168095	2.136066999	0.15704	0.41507	0.957124234	0.482221435	1.123501268	0.81514314	0.65048	1.704983971	0.0	0.66118	1.44254907	0.44007
APEX1	7.116963173	6.517788426	5.277187227	6.558608688	6.874000672	7.776726476	8.17985155	7.401513348	7.047590593	8.069104707	7.781012953	6.376603971	8.287671435	8.552808377	8.918183173	8.131319649	7.587971684	8.618115735	5.81377	6.272061268	8.43767907	8.765303173	8.833185254	7.200799203	7.479820323	7.283494707	7.334356346	11.76319619	7.664397499	8.092513173	5.946194571	7.734396999	8.332468852	7.901347338	7.664201188	7.149583173	8.379801188	7.253031268	6.910438688	8.672292824	8.091246266	8.720111733	7.704056999	7.96693619	7.576251268	6.88693	7.65134	7.888864707	7.095648767	7.91737907	8.329703689	6.689433348	8.335537338	8.452476176	7.441059879	7.668766346	6.326628767	8.770151268	8.856653173	8.142794185	7.971748095	8.193483349	8.482249649	7.90026957	7.88267	8.659109879	9.147056472	8.950344571	8.210181268	7.540915195	8.271298095	8.316216758	8.069327499	6.929151631	8.332895735	6.9499	8.234684707	5.285556187	8.162338095	7.40604	7.023076476	6.922436176	6.39766	7.565339879	7.618146472	6.54461907	7.585636266	8.252818095	8.502306999	7.24263	5.49636	8.303184234	7.701951435	8.093841268	7.41557314	7.31954	9.247083971	7.189212824	8.18156	8.29091907	5.87408
COMT	2.488323173	0.943738426	0.070647227	1.902078688	1.348810672	1.996706476	3.56657155	2.480633348	0.645570593	2.986714707	2.401182953	1.241053971	4.456411435	3.486698377	3.764403173	2.337819649	1.048331684	3.352955735	0.22566	1.051891268	2.98139907	3.512273173	1.136835254	3.125359203	0.742500323	0.909234707	1.228746346	5.31078619	3.310957499	1.850113173	0.673374571	2.392916999	2.388208852	1.203847338	2.904741188	0.0	3.855441188	1.904541268	0.867788688	3.772222824	0.0	3.373161733	1.529366999	2.78742619	1.365511268	0.70181	2.40096	0.043894707	0.0	2.33065907	3.561763689	0.0	3.592367338	4.264636176	0.754519879	2.957956346	0.386468767	2.056941268	2.824443173	4.207844185	4.071098095	3.220583349	3.447519649	0.27752957	3.82305	3.510899879	2.104346472	3.479044571	3.361731268	2.291345195	1.955388095	1.873006758	3.512887499	2.539621631	3.880285735	2.28358	2.284614707	1.458586187	3.598388095	1.07234	0.962886476	1.147766176	0.40369	1.659259879	2.445546472	0.0	2.408806266	2.224568095	2.838916999	0.0	0.04468	1.645234234	2.858221435	2.467551268	2.11906314	2.54768	3.182443971	0.0	1.68335	3.24313907	1.27098
CLUL1	0.617613173	0.0	0.0	0.016718688	0.080480672	0.152696476	0.75249155	0.066013348	0.072960593	0.393164707	-0.007637047	0.391333971	0.812021435	0.896528377	1.589263173	0.619889649	0.0	1.296295735	0.01831	0.980571268	1.00710907	1.489943173	0.439415254	0.204849203	-0.069349677	0.162774707	1.480966346	0.0	0.958417499	0.664643173	0.0	0.929726999	1.152898852	0.279257338	1.554451188	0.0	0.779791188	1.180081268	-0.051111312	0.562352824	1.042656266	0.878291733	0.0	1.28841619	-0.149288732	0.0	0.0	0.179474707	0.0	1.06739907	1.386543689	0.0	1.096737338	0.584586176	0.0	1.162826346	0.346968767	1.064281268	0.689783173	0.399594185	0.833728095	0.999073349	0.527249649	0.0	0.40291	0.951279879	1.100016472	1.231894571	0.0	0.863935195	0.658748095	0.381636758	0.0	0.635441631	1.184455735	0.24464	0.136594707	0.589356187	0.426488095	0.26718	0.070556476	-0.134083824	0.14403	0.849609879	1.084406472	0.56314907	0.995586266	0.0	1.004926999	0.0	0.04148	0.229544234	0.246321435	1.072721268	0.79851314	0.12113	1.455993971	0.714242824	0.2436	0.56067907	0.44349
HDGF	2.585483173	3.584958426	0.495477227	2.081718688	1.720920672	3.425006476	5.08980155	2.542533348	2.440350593	3.941814707	5.179162953	2.838463971	4.765411435	4.151208377	4.431503173	4.805729649	4.633681684	4.186265735	1.36528	1.982011268	4.32045907	5.113873173	5.654845254	3.147519203	2.984990323	3.396564707	3.745906346	7.79544619	3.126517499	4.276543173	1.492454571	2.111556999	2.696918852	2.298037338	3.614401188	3.620143173	5.068341188	4.178231268	3.028788688	3.252392824	2.741916266	3.638711733	3.329736999	3.82891619	4.528231268	3.27718	2.48158	4.647304707	2.051548767	4.17197907	3.350463689	2.442833348	4.119967338	5.252306176	3.846089879	3.740166346	2.356318767	4.638811268	3.914673173	6.067914185	3.021348095	3.172423349	6.120539649	2.46145957	5.37628	5.194609879	5.246966472	5.713814571	3.690381268	2.637185195	4.771258095	4.264786758	3.937857499	2.956461631	5.114915735	3.58763	5.131904707	2.051266187	6.059168095	2.53967	3.295046476	3.129276176	2.50349	3.569339879	4.555456472	2.22434907	2.544606266	4.456908095	3.856926999	3.10174	2.18389	3.390634234	2.784281435	3.545531268	2.32697314	3.24667	4.193443971	3.111152824	2.88867	3.33242907	0.88536
CTSH	0.768813173	0.021658426	-0.075152773	1.027898688	0.710020672	0.894786476	1.61473155	0.992673348	0.544050593	2.069854707	0.0	0.0	2.214821435	1.230418377	2.729703173	0.0	1.876171684	1.684685735	0.0485	0.982901268	1.92744907	3.838063173	0.341105254	2.025729203	2.227470323	0.571394707	0.0	0.0	1.629707499	0.0	1.193774571	2.401336999	1.455658852	0.0	1.994291188	0.0	1.796881188	0.0	0.0	1.274072824	0.0	2.786321733	1.596186999	1.87412619	0.901331268	0.0	1.42566	0.0	0.627858767	1.03162907	2.025663689	0.0	0.0	2.454236176	0.0	2.525606346	0.652808767	0.0	0.645713173	2.097594185	2.713048095	1.386503349	1.105219649	0.09802957	1.66532	1.483239879	0.0	1.596244571	3.080911268	1.321795195	0.368788095	0.0	1.664127499	1.890411631	2.589575735	0.81476	0.875824707	0.910456187	1.516338095	0.0	1.328726476	1.229006176	0.48158	1.376929879	1.096646472	0.83852907	1.238226266	1.160498095	0.0	0.0	1.34663	0.513024234	1.532661435	1.494631268	0.86080314	1.90957	0.0	0.0	0.1267	1.20957907	0.0
NOMO1	1.323763173	0.185878426	0.495727227	0.751938688	0.647550672	0.703926476	1.32815155	0.490273348	0.122520593	1.264744707	0.947602953	1.141033971	1.206931435	1.278788377	2.181043173	1.318499649	0.311411684	2.372295735	0.18389	0.973281268	2.17237907	1.067383173	0.718775254	1.196799203	0.734890323	0.759964707	1.230646346	5.01828619	1.671367499	1.335253173	0.699784571	1.264846999	1.197288852	1.189787338	2.387001188	1.029633173	1.291971188	1.547351268	0.765818688	1.744102824	1.587466266	1.457121733	0.779336999	1.15653619	0.403911268	0.52823	1.65154	0.391544707	0.981578767	1.50237907	1.632363689	0.597643348	1.820357338	1.935966176	1.061029879	1.857266346	0.925618767	1.288131268	0.967233173	1.185324185	2.758138095	1.018833349	1.564489649	0.31480957	1.85938	1.386909879	1.375416472	1.794664571	2.765121268	1.233935195	1.438058095	1.256956758	1.160227499	1.832821631	1.862515735	0.73721	0.959184707	1.048706187	1.442878095	0.84328	0.056006476	0.356706176	0.154	1.340499879	1.461046472	0.57682907	1.599726266	1.098808095	1.246006999	0.3572	0.67721	0.902934234	1.738891435	1.568361268	1.59768314	1.57367	1.972833971	0.640312824	1.54472	1.14932907	1.15688
SOST	10.17667317	7.476998426	9.380127227	9.761728688	3.822830672	8.126726476	10.05948155	8.335783348	6.482890593	4.733194707	8.966922953	10.18938397	9.651021435	10.60235838	10.60468317	10.32665965	9.289271684	10.78795574	5.70125	10.04415127	8.33397907	9.192873173	9.695685254	7.054429203	6.705090323	8.623234707	9.514116346	13.87914619	7.773437499	10.13107317	9.495324571	7.561126999	8.415958852	8.746667338	10.82677119	10.30314317	10.50439119	10.40692127	6.680088688	9.735632824	10.05906627	10.63035173	8.910616999	8.21849619	7.205331268	10.16765	8.96907	9.336334707	10.09077877	10.70533907	10.54858369	7.592933348	10.60089734	8.307256176	10.23257988	10.45094635	10.08799877	10.42559127	9.363313173	10.14522419	9.897438095	10.49957335	10.86902965	9.51472957	5.1433	10.92622988	10.14028647	10.90993457	10.43174127	10.40935519	10.04331809	9.814966758	9.521837499	9.488661631	10.16595574	9.37207	7.890184707	4.702616187	9.734718095	10.05025	8.667686476	4.672846176	8.49823	10.68795988	9.810476472	6.59320907	9.704456266	9.219098095	10.627737	9.78962	5.34679	8.235154234	9.861451435	9.501601268	10.09424314	6.66206	10.30966397	8.192312824	9.35827	10.31856907	9.15396
FAM3C	1.335583173	0.133958426	-0.067362773	0.511578688	0.261590672	1.181736476	1.26945155	0.515513348	0.154210593	1.018044707	0.755632953	0.916303971	1.643371435	1.569378377	2.271673173	1.382719649	0.472631684	1.854525735	0.0	0.977501268	1.85329907	1.791483173	0.999775254	0.629199203	0.567350323	0.344484707	1.441606346	4.76926619	1.853967499	0.955173173	0.315464571	1.135086999	1.363468852	1.112057338	2.529491188	0.0	1.462541188	1.518131268	0.715678688	1.803382824	1.056136266	1.559931733	0.777376999	1.18921619	1.029641268	0.28754	1.49921	0.568424707	0.353188767	1.56849907	1.502933689	0.677183348	2.070597338	2.296066176	0.891599879	1.930816346	0.484248767	1.427061268	1.776483173	1.437364185	2.870328095	1.251553349	1.742349649	0.54519957	2.19196	1.769809879	1.865416472	2.061584571	3.175941268	0.865535195	1.062858095	0.960326758	1.954917499	1.373651631	2.289825735	0.53394	1.413974707	0.823816187	1.016118095	0.45971	0.368646476	0.0	0.47801	1.801329879	1.234866472	0.87214907	1.228316266	0.549958095	1.818366999	0.08916	0.281	1.002314234	0.828931435	1.092001268	0.82909314	0.95911	1.957643971	0.693142824	0.93782	0.95512907	1.00411
TXNDC5	3.651883173	1.500718426	1.440007227	3.525318688	1.859810672	3.672036476	5.04148155	4.747503348	0.956090593	4.533404707	4.355792953	4.100683971	5.062611435	5.197078377	5.422903173	4.248239649	3.319871684	4.673925735	2.58286	2.320791268	4.58958907	5.154313173	3.131245254	3.610349203	1.615820323	2.016604707	4.016746346	6.65964619	4.975287499	3.386213173	1.718734571	4.195836999	4.533388852	3.088857338	4.666911188	3.004223173	5.244531188	4.609111268	2.356728688	5.035502824	1.370446266	5.201971733	4.357216999	4.75218619	3.444341268	2.36041	4.06867	1.041844707	2.103488767	5.01067907	5.202713689	1.770483348	5.727377338	5.116816176	1.870029879	4.849106346	0.475558767	5.064071268	4.949543173	4.999434185	5.121658095	5.218263349	5.103179649	0.50363957	4.72363	4.976629879	4.906196472	5.652554571	5.744421268	5.032845195	4.564298095	2.775656758	5.791987499	4.037541631	4.874645735	3.98106	4.388954707	2.276246187	4.843948095	3.45317	1.999106476	1.332966176	1.61869	3.287069879	4.211276472	0.63287907	4.370096266	3.065258095	4.396986999	1.5969	0.0	3.694044234	4.315201435	4.305201268	4.27425314	3.90201	5.407703971	0.817722824	3.12389	4.34126907	3.54629
PPP1R2	4.553733173	2.992058426	2.126917227	3.799738688	2.425320672	6.387586476	6.00147155	4.433743348	3.590150593	4.620124707	6.538882953	4.078323971	5.578461435	6.766978377	7.312893173	5.723119649	5.396201684	4.801975735	3.11278	3.930131268	5.77188907	6.035893173	5.978605254	3.328859203	4.367400323	4.617644707	5.064026346	8.54053619	4.745997499	5.108743173	3.713244571	5.024546999	5.219318852	4.091067338	4.198531188	2.939973173	6.035201188	4.063541268	2.367798688	5.577712824	3.788636266	5.623851733	3.474306999	5.12367619	4.982491268	3.73094	4.0633	4.236674707	4.016338767	4.79148907	5.365953689	1.940633348	5.660187338	6.257736176	3.366479879	4.902466346	2.836758767	5.109431268	4.586973173	6.336214185	5.344428095	5.186073349	6.598499649	3.60029957	4.7917	6.560829879	6.272466472	6.580924571	5.450651268	5.567975195	5.177908095	4.893426758	5.853277499	4.286461631	5.164295735	4.34831	5.303164707	3.457386187	5.809168095	3.97845	3.745376476	3.607246176	3.53498	5.196259879	4.349486472	3.37298907	4.595576266	5.409788095	6.250466999	3.30733	2.1292	5.626994234	4.177101435	5.209111268	4.84726314	3.59005	5.786603971	2.318222824	4.9118	6.41962907	2.20926
